vehicle_slug,vehicle_name,wiki_arcade_br,wiki_realistic_br,wiki_simulator_br,wiki_is_premium,wiki_url,checked_at,notes
cn_m3a3_stuart_1st_ptg,␗M3A3 (1st PTG),,2.7,,True,https://wiki.warthunder.com/unit/cn_m3a3_stuart_1st_ptg,2026-07-26T12:58:33.753966+00:00,Official War Thunder Wiki RB BR
cn_m41_a3_walker_bulldog,␗M41A3,,5.7,,True,https://wiki.warthunder.com/unit/cn_m41_a3_walker_bulldog,2026-07-26T12:58:35.847599+00:00,Official War Thunder Wiki RB BR
cn_m42_duster,␗M42,,4.0,,False,https://wiki.warthunder.com/unit/cn_m42_duster,2026-07-26T12:58:37.831057+00:00,Official War Thunder Wiki RB BR
cn_m48a1_patton_III,␗M48A1,,7.7,,False,https://wiki.warthunder.com/unit/cn_m48a1_patton_III,2026-07-26T12:58:39.984771+00:00,Official War Thunder Wiki RB BR
cn_m4a1_76w_sherman,␗M4A1 (75) W,,4.0,,False,https://wiki.warthunder.com/unit/cn_m4a1_76w_sherman,2026-07-26T12:58:42.230105+00:00,Official War Thunder Wiki RB BR
cn_m4a4_sherman,␗M4A4,,3.7,,False,https://wiki.warthunder.com/unit/cn_m4a4_sherman,2026-07-26T12:58:44.371479+00:00,Official War Thunder Wiki RB BR
cn_m4a4_sherman_1st_ptg,␗M4A4 (1st PTG),,3.7,,True,https://wiki.warthunder.com/unit/cn_m4a4_sherman_1st_ptg,2026-07-26T12:58:46.391245+00:00,Official War Thunder Wiki RB BR
cn_m55,␗M55,,4.0,,False,https://wiki.warthunder.com/unit/cn_m55,2026-07-26T12:58:48.063791+00:00,Official War Thunder Wiki RB BR
cn_m5a1_stuart,␗M5A1,,2.7,,False,https://wiki.warthunder.com/unit/cn_m5a1_stuart,2026-07-26T12:58:50.404030+00:00,Official War Thunder Wiki RB BR
cn_m60a3_tts,␗M60A3 TTS,,9.0,,False,https://wiki.warthunder.com/unit/cn_m60a3_tts,2026-07-26T12:58:51.904700+00:00,Official War Thunder Wiki RB BR
cn_m8_greyhound,␗M8 LAC,,1.0,,False,https://wiki.warthunder.com/unit/cn_m8_greyhound,2026-07-26T12:58:53.825079+00:00,Official War Thunder Wiki RB BR
cn_m8_scott,␗M8 HMC,,1.3,,False,https://wiki.warthunder.com/unit/cn_m8_scott,2026-07-26T12:58:55.393744+00:00,Official War Thunder Wiki RB BR
cn_m_41d,M41D,,8.0,,False,https://wiki.warthunder.com/unit/cn_m_41d,2026-07-26T12:58:57.239710+00:00,Official War Thunder Wiki RB BR
cn_mbt2000,MBT-2000,,11.7,,False,https://wiki.warthunder.com/unit/cn_mbt2000,2026-07-26T12:58:59.244155+00:00,Official War Thunder Wiki RB BR
cn_mbt2000_sm,◍MBT-2000,,11.7,,True,https://wiki.warthunder.com/unit/cn_mbt2000_sm,2026-07-26T12:59:01.284480+00:00,Official War Thunder Wiki RB BR
cn_object_122tm,"Object 122MT ""MC""",,8.7,,False,https://wiki.warthunder.com/unit/cn_object_122tm,2026-07-26T12:59:03.378381+00:00,Official War Thunder Wiki RB BR
cn_object_211,Object 211,,5.0,,False,https://wiki.warthunder.com/unit/cn_object_211,2026-07-26T12:59:05.287033+00:00,Official War Thunder Wiki RB BR
cn_oplot_t,Oplot-M,,12.3,,False,https://wiki.warthunder.com/unit/cn_oplot_t,2026-07-26T12:59:07.516590+00:00,Official War Thunder Wiki RB BR
cn_pgz_04a,PGZ04A,,9.3,,False,https://wiki.warthunder.com/unit/cn_pgz_04a,2026-07-26T12:59:09.766193+00:00,Official War Thunder Wiki RB BR
cn_pgz_09,PGZ09,,9.0,,False,https://wiki.warthunder.com/unit/cn_pgz_09,2026-07-26T12:59:11.773978+00:00,Official War Thunder Wiki RB BR
cn_pgz_625_fb10,CS/SA5,,12.0,,False,https://wiki.warthunder.com/unit/cn_pgz_625_fb10,2026-07-26T12:59:14.271592+00:00,Official War Thunder Wiki RB BR
cn_pgz_88,PGZ88,,7.7,,False,https://wiki.warthunder.com/unit/cn_pgz_88,2026-07-26T12:59:16.764649+00:00,Official War Thunder Wiki RB BR
cn_plz_05,PLZ05,,7.7,,False,https://wiki.warthunder.com/unit/cn_plz_05,2026-07-26T12:59:18.779675+00:00,Official War Thunder Wiki RB BR
cn_plz_83,PLZ83,,6.3,,False,https://wiki.warthunder.com/unit/cn_plz_83,2026-07-26T12:59:21.108612+00:00,Official War Thunder Wiki RB BR
cn_plz_83_130,PLZ83-130,,7.3,,False,https://wiki.warthunder.com/unit/cn_plz_83_130,2026-07-26T12:59:22.607737+00:00,Official War Thunder Wiki RB BR
cn_pt_76,␗PT-76,,5.0,,False,https://wiki.warthunder.com/unit/cn_pt_76,2026-07-26T12:59:24.466134+00:00,Official War Thunder Wiki RB BR
cn_ptl_02,PTL02,,9.0,,False,https://wiki.warthunder.com/unit/cn_ptl_02,2026-07-26T12:59:26.701580+00:00,Official War Thunder Wiki RB BR
cn_ptz_89,PTZ89,,9.0,,False,https://wiki.warthunder.com/unit/cn_ptz_89,2026-07-26T12:59:28.765792+00:00,Official War Thunder Wiki RB BR
cn_qn506,QN506,,10.0,,False,https://wiki.warthunder.com/unit/cn_qn506,2026-07-26T12:59:30.777044+00:00,Official War Thunder Wiki RB BR
cn_sdkfz_222_early,␗Sd.Kfz.222,,1.3,,False,https://wiki.warthunder.com/unit/cn_sdkfz_222_early,2026-07-26T12:59:32.457210+00:00,Official War Thunder Wiki RB BR
cn_su_100_1945,␗SU-100,,6.0,,False,https://wiki.warthunder.com/unit/cn_su_100_1945,2026-07-26T12:59:33.941568+00:00,Official War Thunder Wiki RB BR
cn_su_76m_1943,␗SU-76M,,2.0,,False,https://wiki.warthunder.com/unit/cn_su_76m_1943,2026-07-26T12:59:35.533154+00:00,Official War Thunder Wiki RB BR
cn_t_26_1940,␗T-26,,1.0,,False,https://wiki.warthunder.com/unit/cn_t_26_1940,2026-07-26T12:59:37.709869+00:00,Official War Thunder Wiki RB BR
cn_t_26_no531,T-26 No.531,,1.0,,True,https://wiki.warthunder.com/unit/cn_t_26_no531,2026-07-26T12:59:40.075443+00:00,Official War Thunder Wiki RB BR
cn_t_34_1942,␗T-34 (1943),,4.0,,False,https://wiki.warthunder.com/unit/cn_t_34_1942,2026-07-26T12:59:41.831950+00:00,Official War Thunder Wiki RB BR
cn_t_34_85_d_5t,␗Т-34-85 (S-53),,5.7,,False,https://wiki.warthunder.com/unit/cn_t_34_85_d_5t,2026-07-26T12:59:43.445778+00:00,Official War Thunder Wiki RB BR
cn_t_34_85_zis_53_no215,T-34-85 No.215,,5.7,,True,https://wiki.warthunder.com/unit/cn_t_34_85_zis_53_no215,2026-07-26T12:59:45.821758+00:00,Official War Thunder Wiki RB BR
cn_t_62,Т-62 №545,,8.7,,True,https://wiki.warthunder.com/unit/cn_t_62,2026-07-26T12:59:47.686774+00:00,Official War Thunder Wiki RB BR
cn_t_80ud_478be,T-80UD/BE,,11.0,,False,https://wiki.warthunder.com/unit/cn_t_80ud_478be,2026-07-26T12:59:50.022210+00:00,Official War Thunder Wiki RB BR
cn_tor_m1,Tor-M1,,11.3,,False,https://wiki.warthunder.com/unit/cn_tor_m1,2026-07-26T12:59:52.094327+00:00,Official War Thunder Wiki RB BR
cn_type_58,Т-34-85 Gai,,5.7,,False,https://wiki.warthunder.com/unit/cn_type_58,2026-07-26T12:59:54.418982+00:00,Official War Thunder Wiki RB BR
cn_type_59,Type 59,,8.0,,False,https://wiki.warthunder.com/unit/cn_type_59,2026-07-26T12:59:56.378345+00:00,Official War Thunder Wiki RB BR
cn_type_59d,ZTZ59D1,,8.3,,False,https://wiki.warthunder.com/unit/cn_type_59d,2026-07-26T12:59:58.765880+00:00,Official War Thunder Wiki RB BR
cn_type_62,Type 62,,6.7,,False,https://wiki.warthunder.com/unit/cn_type_62,2026-07-26T13:00:00.394141+00:00,Official War Thunder Wiki RB BR
cn_type_63_I,Type 63-I,,6.3,,False,https://wiki.warthunder.com/unit/cn_type_63_I,2026-07-26T13:00:02.790397+00:00,Official War Thunder Wiki RB BR
cn_type_64,M64,,6.0,,True,https://wiki.warthunder.com/unit/cn_type_64,2026-07-26T13:00:05.031774+00:00,Official War Thunder Wiki RB BR
cn_type_65_aa,Phòng không T-34,,5.0,,False,https://wiki.warthunder.com/unit/cn_type_65_aa,2026-07-26T13:00:07.126642+00:00,Official War Thunder Wiki RB BR
cn_type_69,Type 69,,8.0,,False,https://wiki.warthunder.com/unit/cn_type_69,2026-07-26T13:00:09.464757+00:00,Official War Thunder Wiki RB BR
cn_type_69_2a,Type 69-IIa,,8.3,,True,https://wiki.warthunder.com/unit/cn_type_69_2a,2026-07-26T13:00:11.703836+00:00,Official War Thunder Wiki RB BR
cn_type_69_2g,T-69 II G,,9.0,,True,https://wiki.warthunder.com/unit/cn_type_69_2g,2026-07-26T13:00:13.449187+00:00,Official War Thunder Wiki RB BR
cn_type_86,ZBD86,,8.0,,False,https://wiki.warthunder.com/unit/cn_type_86,2026-07-26T13:00:15.055115+00:00,Official War Thunder Wiki RB BR
cn_type_97_chi_ha,␗Chi-Ha,,1.3,,False,https://wiki.warthunder.com/unit/cn_type_97_chi_ha,2026-07-26T13:00:17.183825+00:00,Official War Thunder Wiki RB BR
cn_type_97_kai,␗Chi-Ha Kai,,2.3,,False,https://wiki.warthunder.com/unit/cn_type_97_kai,2026-07-26T13:00:19.461043+00:00,Official War Thunder Wiki RB BR
cn_vt_4,VT4,,12.3,,False,https://wiki.warthunder.com/unit/cn_vt_4,2026-07-26T13:00:21.529060+00:00,Official War Thunder Wiki RB BR
cn_vt_4b,VT4A1,,12.7,,False,https://wiki.warthunder.com/unit/cn_vt_4b,2026-07-26T13:00:23.290109+00:00,Official War Thunder Wiki RB BR
cn_vt_5,VT5,,11.7,,False,https://wiki.warthunder.com/unit/cn_vt_5,2026-07-26T13:00:25.515942+00:00,Official War Thunder Wiki RB BR
cn_wma_301,WMA301,,9.0,,True,https://wiki.warthunder.com/unit/cn_wma_301,2026-07-26T13:00:27.532966+00:00,Official War Thunder Wiki RB BR
cn_wz_1001,WZ1001(E) LCT,,12.3,,False,https://wiki.warthunder.com/unit/cn_wz_1001,2026-07-26T13:00:29.325066+00:00,Official War Thunder Wiki RB BR
cn_wz_141,WZ141-1,,6.7,,True,https://wiki.warthunder.com/unit/cn_wz_141,2026-07-26T13:00:31.188709+00:00,Official War Thunder Wiki RB BR
cn_wz_305,WZ305,,8.0,,False,https://wiki.warthunder.com/unit/cn_wz_305,2026-07-26T13:00:33.325646+00:00,Official War Thunder Wiki RB BR
cn_zbd_04a,ZBD04A,,10.0,,False,https://wiki.warthunder.com/unit/cn_zbd_04a,2026-07-26T13:00:35.138727+00:00,Official War Thunder Wiki RB BR
cn_zsd63_pg87,ZSD63/PG87,,5.7,,False,https://wiki.warthunder.com/unit/cn_zsd63_pg87,2026-07-26T13:00:36.989153+00:00,Official War Thunder Wiki RB BR
cn_zsl_92,ZSL92,,6.3,,False,https://wiki.warthunder.com/unit/cn_zsl_92,2026-07-26T13:00:38.536078+00:00,Official War Thunder Wiki RB BR
cn_ztl_11,ZLT11,,9.7,,False,https://wiki.warthunder.com/unit/cn_ztl_11,2026-07-26T13:00:40.269610+00:00,Official War Thunder Wiki RB BR
cn_zts_63_1980,ZTS63,,7.7,,False,https://wiki.warthunder.com/unit/cn_zts_63_1980,2026-07-26T13:00:42.028846+00:00,Official War Thunder Wiki RB BR
cn_ztz_59a,ZTZ59A,,8.0,,True,https://wiki.warthunder.com/unit/cn_ztz_59a,2026-07-26T13:00:44.176805+00:00,Official War Thunder Wiki RB BR
cn_ztz_88a,ZTZ88A,,9.0,,False,https://wiki.warthunder.com/unit/cn_ztz_88a,2026-07-26T13:00:46.179588+00:00,Official War Thunder Wiki RB BR
cn_ztz_88b,ZTZ88B,,9.0,,False,https://wiki.warthunder.com/unit/cn_ztz_88b,2026-07-26T13:00:48.067791+00:00,Official War Thunder Wiki RB BR
cn_ztz_96,ZTZ96,,9.3,,False,https://wiki.warthunder.com/unit/cn_ztz_96,2026-07-26T13:00:50.550791+00:00,Official War Thunder Wiki RB BR
cn_ztz_96a,ZTZ96A,,10.3,,False,https://wiki.warthunder.com/unit/cn_ztz_96a,2026-07-26T13:00:52.211639+00:00,Official War Thunder Wiki RB BR
cn_ztz_96a_prot,ZTZ96A (P),,10.3,,True,https://wiki.warthunder.com/unit/cn_ztz_96a_prot,2026-07-26T13:00:54.296677+00:00,Official War Thunder Wiki RB BR
cn_ztz_96b,ZTZ96B,,11.7,,True,https://wiki.warthunder.com/unit/cn_ztz_96b,2026-07-26T13:00:56.636732+00:00,Official War Thunder Wiki RB BR
cn_ztz_99,ZTZ99-II,,11.0,,False,https://wiki.warthunder.com/unit/cn_ztz_99,2026-07-26T13:00:58.625931+00:00,Official War Thunder Wiki RB BR
cn_ztz_99_w,ZTZ99-III,,11.0,,False,https://wiki.warthunder.com/unit/cn_ztz_99_w,2026-07-26T13:01:00.771063+00:00,Official War Thunder Wiki RB BR
cn_ztz_99a,ZTZ99A,,12.3,,False,https://wiki.warthunder.com/unit/cn_ztz_99a,2026-07-26T13:01:02.910336+00:00,Official War Thunder Wiki RB BR
fr_amc_34,AMC.34 YR,,1.0,,False,https://wiki.warthunder.com/unit/fr_amc_34,2026-07-26T13:01:05.225538+00:00,Official War Thunder Wiki RB BR
fr_amc_35,AMC.35 (ACG.1),,1.3,,False,https://wiki.warthunder.com/unit/fr_amc_35,2026-07-26T13:01:07.149316+00:00,Official War Thunder Wiki RB BR
fr_amd_35,AMD.35,,1.0,,False,https://wiki.warthunder.com/unit/fr_amd_35,2026-07-26T13:01:09.457610+00:00,Official War Thunder Wiki RB BR
fr_amd_35_kwk39,AMD.35 (PaK),,2.7,,False,https://wiki.warthunder.com/unit/fr_amd_35_kwk39,2026-07-26T13:01:11.803238+00:00,Official War Thunder Wiki RB BR
fr_amd_35_sa35,AMD.35 (SA35),,1.7,,True,https://wiki.warthunder.com/unit/fr_amd_35_sa35,2026-07-26T13:01:14.224375+00:00,Official War Thunder Wiki RB BR
fr_aml_90,AML-90,,7.7,,False,https://wiki.warthunder.com/unit/fr_aml_90,2026-07-26T13:01:16.502872+00:00,Official War Thunder Wiki RB BR
fr_amr_35_zt3,AMR.35 ZT3,,1.0,,False,https://wiki.warthunder.com/unit/fr_amr_35_zt3,2026-07-26T13:01:18.892607+00:00,Official War Thunder Wiki RB BR
fr_amx_10m_acra,AMX-10M,,7.3,,False,https://wiki.warthunder.com/unit/fr_amx_10m_acra,2026-07-26T13:01:21.176757+00:00,Official War Thunder Wiki RB BR
fr_amx_10p,AMX-10P,,6.3,,False,https://wiki.warthunder.com/unit/fr_amx_10p,2026-07-26T13:01:23.587528+00:00,Official War Thunder Wiki RB BR
fr_amx_10rc,AMX-10RC,,8.3,,False,https://wiki.warthunder.com/unit/fr_amx_10rc,2026-07-26T13:01:25.026615+00:00,Official War Thunder Wiki RB BR
fr_amx_13_75,AMX-13,,7.0,,False,https://wiki.warthunder.com/unit/fr_amx_13_75,2026-07-26T13:01:26.918990+00:00,Official War Thunder Wiki RB BR
fr_amx_13_75_ss11,AMX-13 (SS.11),,7.0,,True,https://wiki.warthunder.com/unit/fr_amx_13_75_ss11,2026-07-26T13:01:29.075362+00:00,Official War Thunder Wiki RB BR
fr_amx_13_90,AMX-13-90,,7.7,,False,https://wiki.warthunder.com/unit/fr_amx_13_90,2026-07-26T13:01:30.729701+00:00,Official War Thunder Wiki RB BR
fr_amx_13_chaffee,AMX-13-M24,,4.0,,True,https://wiki.warthunder.com/unit/fr_amx_13_chaffee,2026-07-26T13:01:32.928694+00:00,Official War Thunder Wiki RB BR
fr_amx_13_dca_40,AMX-13 DCA 40,,5.0,,False,https://wiki.warthunder.com/unit/fr_amx_13_dca_40,2026-07-26T13:01:34.697960+00:00,Official War Thunder Wiki RB BR
fr_amx_13_fl_11,AMX-13 (FL11),,4.3,,False,https://wiki.warthunder.com/unit/fr_amx_13_fl_11,2026-07-26T13:01:36.772972+00:00,Official War Thunder Wiki RB BR
fr_amx_13_hot,AMX-13 (HOT),,8.3,,False,https://wiki.warthunder.com/unit/fr_amx_13_hot,2026-07-26T13:01:38.775016+00:00,Official War Thunder Wiki RB BR
fr_amx_30,AMX-30,,8.0,,True,https://wiki.warthunder.com/unit/fr_amx_30,2026-07-26T13:01:40.907035+00:00,Official War Thunder Wiki RB BR
fr_amx_30_1972,AMX-30 (1972),,8.0,,False,https://wiki.warthunder.com/unit/fr_amx_30_1972,2026-07-26T13:01:43.159449+00:00,Official War Thunder Wiki RB BR
fr_amx_30_ACRA,AMX-30 ACRA,,8.3,,False,https://wiki.warthunder.com/unit/fr_amx_30_ACRA,2026-07-26T13:01:45.464784+00:00,Official War Thunder Wiki RB BR
fr_amx_30_auf_1,AuF1,,7.0,,False,https://wiki.warthunder.com/unit/fr_amx_30_auf_1,2026-07-26T13:01:47.643110+00:00,Official War Thunder Wiki RB BR
fr_amx_30_b2,AMX-30B2,,8.7,,False,https://wiki.warthunder.com/unit/fr_amx_30_b2,2026-07-26T13:01:49.918182+00:00,Official War Thunder Wiki RB BR
fr_amx_30_b2_brenus,AMX-30B2 BRENUS,,8.7,,False,https://wiki.warthunder.com/unit/fr_amx_30_b2_brenus,2026-07-26T13:01:51.941745+00:00,Official War Thunder Wiki RB BR
fr_amx_30_dca,AMX-30 DCA,,8.7,,False,https://wiki.warthunder.com/unit/fr_amx_30_dca,2026-07-26T13:01:53.968372+00:00,Official War Thunder Wiki RB BR
fr_amx_30_roland,Roland 1,,9.7,,False,https://wiki.warthunder.com/unit/fr_amx_30_roland,2026-07-26T13:01:56.219035+00:00,Official War Thunder Wiki RB BR
fr_amx_30_super,AMX-30 Super,,9.3,,True,https://wiki.warthunder.com/unit/fr_amx_30_super,2026-07-26T13:01:57.811962+00:00,Official War Thunder Wiki RB BR
fr_amx_32,AMX-32,,9.7,,False,https://wiki.warthunder.com/unit/fr_amx_32,2026-07-26T13:02:00.302100+00:00,Official War Thunder Wiki RB BR
fr_amx_32_105,AMX-32 (105),,9.3,,False,https://wiki.warthunder.com/unit/fr_amx_32_105,2026-07-26T13:02:02.271995+00:00,Official War Thunder Wiki RB BR
fr_amx_40,AMX-40,,10.0,,False,https://wiki.warthunder.com/unit/fr_amx_40,2026-07-26T13:02:03.736026+00:00,Official War Thunder Wiki RB BR
fr_amx_50,AMX-50 (TOA100),,7.7,,False,https://wiki.warthunder.com/unit/fr_amx_50,2026-07-26T13:02:05.290610+00:00,Official War Thunder Wiki RB BR
fr_amx_50_1950,AMX-50 (TO90/930),,8.0,,True,https://wiki.warthunder.com/unit/fr_amx_50_1950,2026-07-26T13:02:06.864985+00:00,Official War Thunder Wiki RB BR
fr_amx_50_foch,AMX-50 Foch,,7.3,,False,https://wiki.warthunder.com/unit/fr_amx_50_foch,2026-07-26T13:02:08.667431+00:00,Official War Thunder Wiki RB BR
fr_amx_50_surbaisse,AMX-50 Surbaissé,,7.7,,False,https://wiki.warthunder.com/unit/fr_amx_50_surbaisse,2026-07-26T13:02:10.462404+00:00,Official War Thunder Wiki RB BR
fr_amx_50_surblinde,AMX-50 Surblindé,,7.7,,False,https://wiki.warthunder.com/unit/fr_amx_50_surblinde,2026-07-26T13:02:12.240850+00:00,Official War Thunder Wiki RB BR
fr_amx_elc_901,ELC 901,,6.3,,True,https://wiki.warthunder.com/unit/fr_amx_elc_901,2026-07-26T13:02:13.911531+00:00,Official War Thunder Wiki RB BR
fr_amx_elc_bis,ELC bis,,6.3,,False,https://wiki.warthunder.com/unit/fr_amx_elc_bis,2026-07-26T13:02:15.713247+00:00,Official War Thunder Wiki RB BR
fr_amx_m4,AMX M4,,7.0,,False,https://wiki.warthunder.com/unit/fr_amx_m4,2026-07-26T13:02:17.385459+00:00,Official War Thunder Wiki RB BR
fr_amx_vtt_dca,VTT DCA,,3.0,,False,https://wiki.warthunder.com/unit/fr_amx_vtt_dca,2026-07-26T13:02:18.893319+00:00,Official War Thunder Wiki RB BR
fr_arl_44,ARL-44,,5.3,,False,https://wiki.warthunder.com/unit/fr_arl_44,2026-07-26T13:02:20.542818+00:00,Official War Thunder Wiki RB BR
fr_arl_44_acl1,ARL-44 (ACL-1),,3.7,,False,https://wiki.warthunder.com/unit/fr_arl_44_acl1,2026-07-26T13:02:22.923000+00:00,Official War Thunder Wiki RB BR
fr_b1_bis,B1 bis,,2.3,,False,https://wiki.warthunder.com/unit/fr_b1_bis,2026-07-26T13:02:25.403796+00:00,Official War Thunder Wiki RB BR
fr_b1_ter,B1 ter,,2.7,,True,https://wiki.warthunder.com/unit/fr_b1_ter,2026-07-26T13:02:27.201236+00:00,Official War Thunder Wiki RB BR
fr_bat_chat_25t,Char 25t,,8.0,,False,https://wiki.warthunder.com/unit/fr_bat_chat_25t,2026-07-26T13:02:29.075695+00:00,Official War Thunder Wiki RB BR
fr_cckw_353_bofors,CCKW 353 AA,,2.3,,False,https://wiki.warthunder.com/unit/fr_cckw_353_bofors,2026-07-26T13:02:30.877039+00:00,Official War Thunder Wiki RB BR
fr_char_2c,2C,,2.3,,False,https://wiki.warthunder.com/unit/fr_char_2c,2026-07-26T13:02:33.366586+00:00,Official War Thunder Wiki RB BR
fr_char_2c_bis,2C bis,,1.7,,True,https://wiki.warthunder.com/unit/fr_char_2c_bis,2026-07-26T13:02:35.819497+00:00,Official War Thunder Wiki RB BR
fr_citroen_kegresse_p4t,P.7.T AA,,1.3,,False,https://wiki.warthunder.com/unit/fr_citroen_kegresse_p4t,2026-07-26T13:02:37.614655+00:00,Official War Thunder Wiki RB BR
fr_crotale_ng,ItO 90M,,12.0,,False,https://wiki.warthunder.com/unit/fr_crotale_ng,2026-07-26T13:02:39.859761+00:00,Official War Thunder Wiki RB BR
fr_crusader_mk_2,Crusader Mk.II,,2.7,,False,https://wiki.warthunder.com/unit/fr_crusader_mk_2,2026-07-26T13:02:41.562523+00:00,Official War Thunder Wiki RB BR
fr_cv_9035_nl,CV 9035NL,,9.7,,False,https://wiki.warthunder.com/unit/fr_cv_9035_nl,2026-07-26T13:02:43.829733+00:00,Official War Thunder Wiki RB BR
fr_fcm_36,FCM.36,,1.0,,False,https://wiki.warthunder.com/unit/fr_fcm_36,2026-07-26T13:02:45.527377+00:00,Official War Thunder Wiki RB BR
fr_hotchkiss_h35,H.35,,1.0,,False,https://wiki.warthunder.com/unit/fr_hotchkiss_h35,2026-07-26T13:02:47.266084+00:00,Official War Thunder Wiki RB BR
fr_hotchkiss_h39,H.39,,1.0,,False,https://wiki.warthunder.com/unit/fr_hotchkiss_h39,2026-07-26T13:02:49.022972+00:00,Official War Thunder Wiki RB BR
fr_hotchkiss_h39_cambronne,"H.39 ""Cambronne""",,1.0,,True,https://wiki.warthunder.com/unit/fr_hotchkiss_h39_cambronne,2026-07-26T13:02:51.432552+00:00,Official War Thunder Wiki RB BR
fr_jaguar_ebrc,EBRC Jaguar,,11.0,,False,https://wiki.warthunder.com/unit/fr_jaguar_ebrc,2026-07-26T13:02:53.324607+00:00,Official War Thunder Wiki RB BR
fr_leclerc_azur,Leclerc AZUR,,12.7,,False,https://wiki.warthunder.com/unit/fr_leclerc_azur,2026-07-26T13:02:55.568778+00:00,Official War Thunder Wiki RB BR
fr_leclerc_s1,Leclerc,,12.7,,False,https://wiki.warthunder.com/unit/fr_leclerc_s1,2026-07-26T13:02:57.986596+00:00,Official War Thunder Wiki RB BR
fr_leclerc_s2,Leclerc S2,,12.7,,False,https://wiki.warthunder.com/unit/fr_leclerc_s2,2026-07-26T13:02:59.706125+00:00,Official War Thunder Wiki RB BR
